Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status
POL008251,CUST02259,AG115,Commercial Property,East,2025-01-27,2026-01-27,673152,22214016,Expired
POL008252,CUST01122,AG025,Home,South,2024-08-02,2025-08-02,19047,780927,Lapsed
POL008253,CUST00442,AG040,Commercial Property,North,2025-10-09,2026-10-09,491285,27020675,Expired
POL008254,CUST01354,AG099,Commercial Property,North,2025-01-14,2026-01-14,671405,28870415,Renewed
POL008255,CUST01441,AG008,Travel,South,2026-03-05,2027-03-05,14408,806848,Renewed
POL008256,CUST01704,AG069,Home,South,2023-08-30,2024-08-29,19650,471600,Lapsed
POL008257,CUST02624,AG063,Travel,West,2025-07-21,2026-07-21,12710,406720,Renewed
POL008258,CUST02840,AG097,Travel,West,2024-02-23,2025-02-22,13778,330672,Expired
POL008259,CUST01568,AG079,Marine,West,2025-08-27,2026-08-27,167995,13775590,Lapsed
POL008260,CUST01950,AG080,Commercial Property,East,2025-08-28,2026-08-28,943930,67962960,Expired
POL008261,CUST00496,AG082,Travel,South,2023-08-12,2024-08-11,16942,1152056,Lapsed
POL008262,CUST00014,AG065,Home,West,2025-08-06,2026-08-06,44986,3463922,Active
POL008263,CUST01316,AG066,Travel,West,2023-12-25,2024-12-24,12442,1119780,Renewed
POL008264,CUST01938,AG112,Commercial Property,North,2024-09-21,2025-09-21,343033,11320089,Cancelled
POL008265,CUST02018,AG057,Motor,North,2023-09-15,2024-09-14,20323,1524225,Expired
POL008266,CUST01950,AG104,Travel,North,2025-04-19,2026-04-19,8546,777686,Cancelled
POL008267,CUST00283,AG034,Motor,West,2024-10-08,2025-10-08,6053,399498,Active
POL008268,CUST01939,AG043,Travel,East,2023-08-25,2024-08-24,19525,1308175,Cancelled
POL008269,CUST00280,AG042,Home,West,2023-09-15,2024-09-14,36584,2377960,Renewed
POL008270,CUST01145,AG045,Motor,North,2025-04-07,2026-04-07,8382,243078,Renewed
POL008271,CUST00126,AG033,Marine,South,2025-06-22,2026-06-22,39965,999125,Active
POL008272,CUST01073,AG092,Commercial Property,East,2026-03-27,2027-03-27,362222,22457764,Expired
POL008273,CUST00365,AG044,Home,South,2024-09-11,2025-09-11,40338,1250478,Renewed
POL008274,CUST00770,AG110,Travel,North,2025-02-02,2026-02-02,19661,589830,Expired
POL008275,CUST01624,AG093,Travel,East,2023-12-13,2024-12-12,20000,860000,Active
POL008276,CUST00945,AG019,Commercial Property,West,2024-12-01,2025-12-01,684231,54054249,Expired
POL008277,CUST01043,AG043,Travel,East,2026-05-17,2027-05-17,4116,230496,Renewed
POL008278,CUST01458,AG045,Commercial Property,North,2024-12-22,2025-12-22,764910,29066580,Active
POL008279,CUST02355,AG102,Commercial Property,West,2025-01-30,2026-01-30,504591,27247914,Expired
POL008280,CUST02229,AG101,Motor,West,2025-04-05,2026-04-05,6961,605607,Lapsed
POL008281,CUST00259,AG065,Marine,West,2026-03-03,2027-03-03,167066,3842518,Lapsed
POL008282,CUST00028,AG074,Motor,West,2026-04-11,2027-04-11,20635,1485720,Expired
POL008283,CUST02956,AG100,Commercial Property,West,2025-07-10,2026-07-10,53917,5229949,Lapsed
POL008284,CUST00479,AG116,Commercial Property,West,2026-03-27,2027-03-27,504539,45913049,Cancelled
POL008285,CUST00194,AG040,Motor,West,2025-12-23,2026-12-23,38448,1807056,Renewed
POL008286,CUST00079,AG069,Commercial Property,North,2025-04-02,2026-04-02,117998,10619820,Expired
POL008287,CUST02693,AG117,Travel,East,2024-04-26,2025-04-26,15606,1154844,Lapsed
POL008288,CUST02943,AG109,Motor,West,2026-03-24,2027-03-24,16189,1408443,Active
POL008289,CUST01867,AG009,Marine,West,2024-12-29,2025-12-29,23062,1821898,Lapsed
POL008290,CUST00819,AG037,Commercial Property,East,2025-04-22,2026-04-22,471888,21234960,Active
POL008291,CUST02087,AG007,Marine,South,2024-05-16,2025-05-16,163829,5897844,Lapsed
POL008292,CUST00340,AG111,Commercial Property,South,2023-08-31,2024-08-30,611113,42777910,Renewed
POL008293,CUST00023,AG107,Home,West,2024-11-22,2025-11-22,59575,1548950,Active
POL008294,CUST02707,AG063,Home,South,2024-02-01,2025-01-31,25796,2579600,Expired
POL008295,CUST02184,AG079,Motor,North,2026-04-12,2027-04-12,38361,767220,Cancelled
POL008296,CUST00266,AG079,Home,West,2024-12-25,2025-12-25,48857,3419990,Cancelled
POL008297,CUST01123,AG090,Home,East,2025-01-09,2026-01-09,29706,2911188,Renewed
POL008298,CUST00605,AG094,Travel,West,2024-05-30,2025-05-30,2913,139824,Lapsed
POL008299,CUST00406,AG099,Marine,North,2025-10-28,2026-10-28,23858,1574628,Lapsed
POL008300,CUST00860,AG023,Travel,South,2025-09-16,2026-09-16,17599,439975,Lapsed
POL008301,CUST00690,AG030,Commercial Property,South,2026-06-10,2027-06-10,381143,25917724,Renewed
POL008302,CUST00303,AG041,Home,West,2026-04-16,2027-04-16,21061,1642758,Lapsed
POL008303,CUST02167,AG062,Commercial Property,South,2024-09-26,2025-09-26,937561,34689757,Renewed
POL008304,CUST00847,AG087,Home,North,2025-12-16,2026-12-16,41046,1190334,Cancelled
POL008305,CUST00577,AG043,Marine,West,2024-04-12,2025-04-12,122358,9788640,Expired
POL008306,CUST00555,AG046,Travel,North,2023-08-29,2024-08-28,2000,78000,Expired
POL008307,CUST02269,AG100,Commercial Property,North,2023-11-11,2024-11-10,638405,12768100,Expired
POL008308,CUST01168,AG057,Marine,South,2025-05-27,2026-05-27,85340,2730880,Expired
POL008309,CUST00724,AG056,Marine,East,2024-03-25,2025-03-25,161415,13720275,Cancelled
POL008310,CUST00548,AG067,Travel,East,2025-09-08,2026-09-08,12763,701965,Expired
POL008311,CUST01128,AG054,Motor,East,2024-05-24,2025-05-24,24337,1289861,Cancelled
POL008312,CUST00172,AG046,Home,South,2025-07-23,2026-07-23,22929,1169379,Expired
POL008313,CUST00759,AG107,Motor,East,2024-07-06,2025-07-06,24289,1797386,Expired
POL008314,CUST02567,AG083,Marine,East,2025-12-13,2026-12-13,194980,12088760,Expired
POL008315,CUST01611,AG064,Motor,East,2024-04-19,2025-04-19,27923,1982533,Active
POL008316,CUST01183,AG025,Home,East,2025-10-23,2026-10-23,11303,474726,Active
POL008317,CUST01955,AG022,Marine,East,2025-06-11,2026-06-11,21229,700557,Renewed
POL008318,CUST02954,AG007,Commercial Property,West,2024-09-17,2025-09-17,909641,60036306,Renewed
POL008319,CUST02188,AG043,Commercial Property,South,2024-06-15,2025-06-15,313588,13484284,Lapsed
POL008320,CUST00578,AG021,Commercial Property,West,2025-11-02,2026-11-02,349271,31085119,Expired
POL008321,CUST02181,AG012,Commercial Property,South,2026-06-02,2027-06-02,772918,61060522,Expired
POL008322,CUST02307,AG029,Travel,East,2026-06-11,2027-06-11,13285,1262075,Cancelled
POL008323,CUST00422,AG116,Home,East,2025-12-06,2026-12-06,19983,599490,Active
POL008324,CUST01641,AG061,Home,North,2026-06-25,2027-06-25,45141,2031345,Renewed
POL008325,CUST00718,AG013,Marine,West,2024-09-16,2025-09-16,66235,4106570,Cancelled
POL008326,CUST01094,AG088,Marine,South,2026-07-20,2027-07-20,180272,13700672,Cancelled
POL008327,CUST02627,AG063,Commercial Property,East,2025-08-06,2026-08-06,181534,16156526,Active
POL008328,CUST01380,AG013,Travel,South,2026-03-02,2027-03-02,6381,421146,Lapsed
POL008329,CUST01447,AG087,Commercial Property,East,2025-05-14,2026-05-14,321347,10604451,Cancelled
POL008330,CUST00394,AG005,Home,East,2024-10-16,2025-10-16,45490,4276060,Lapsed
POL008331,CUST02403,AG047,Commercial Property,West,2023-12-06,2024-12-05,319161,22022109,Lapsed
POL008332,CUST00317,AG076,Commercial Property,North,2026-05-30,2027-05-30,658369,50694413,Cancelled
POL008333,CUST02816,AG018,Home,West,2023-08-07,2024-08-06,15548,715208,Cancelled
POL008334,CUST00118,AG016,Travel,West,2024-11-16,2025-11-16,1198,59900,Active
POL008335,CUST00947,AG054,Travel,North,2023-10-26,2024-10-25,18390,845940,Active
POL008336,CUST02344,AG006,Home,East,2025-08-19,2026-08-19,47755,2292240,Expired
POL008337,CUST01594,AG005,Commercial Property,West,2026-01-13,2027-01-13,377858,25694344,Renewed
POL008338,CUST01495,AG117,Motor,East,2025-10-20,2026-10-20,39888,1954512,Expired
POL008339,CUST02762,AG047,Motor,North,2025-04-14,2026-04-14,6932,450580,Lapsed
POL008340,CUST02101,AG105,Home,North,2025-09-26,2026-09-26,36601,3074484,Lapsed
POL008341,CUST00985,AG096,Motor,West,2025-03-05,2026-03-05,24613,1772136,Cancelled
POL008342,CUST01728,AG002,Motor,South,2025-03-26,2026-03-26,5428,526516,Active
POL008343,CUST02971,AG083,Commercial Property,North,2025-06-15,2026-06-15,408269,11023263,Lapsed
POL008344,CUST00806,AG067,Marine,West,2023-11-10,2024-11-09,105853,3281443,Active
POL008345,CUST01628,AG041,Commercial Property,North,2025-09-23,2026-09-23,430256,38723040,Cancelled
POL008346,CUST00659,AG063,Motor,South,2026-07-17,2027-07-17,36021,2197281,Cancelled
POL008347,CUST01175,AG045,Marine,North,2026-03-07,2027-03-07,21651,2100147,Lapsed
POL008348,CUST02736,AG014,Commercial Property,South,2025-10-13,2026-10-13,229904,16553088,Renewed
POL008349,CUST01352,AG065,Commercial Property,East,2026-06-18,2027-06-18,56052,4484160,Lapsed
POL008350,CUST02475,AG050,Commercial Property,North,2024-05-05,2025-05-05,210232,11562760,Active
POL008351,CUST02676,AG102,Commercial Property,South,2026-01-21,2027-01-21,437480,38498240,Active
POL008352,CUST00381,AG069,Travel,East,2024-11-03,2025-11-03,15018,1306566,Renewed
POL008353,CUST01424,AG015,Motor,West,2025-01-04,2026-01-04,39675,3769125,Renewed
POL008354,CUST02763,AG003,Motor,East,2025-05-11,2026-05-11,38161,2365982,Cancelled
POL008355,CUST02788,AG014,Commercial Property,North,2024-09-09,2025-09-09,729455,28448745,Expired
POL008356,CUST00170,AG116,Marine,North,2024-12-09,2025-12-09,109299,10274106,Active
POL008357,CUST00392,AG096,Marine,East,2026-02-02,2027-02-02,54706,1477062,Cancelled
POL008358,CUST00810,AG087,Motor,North,2025-01-21,2026-01-21,8038,562660,Expired
POL008359,CUST02377,AG026,Marine,East,2024-01-19,2025-01-18,96600,4926600,Renewed
POL008360,CUST00724,AG069,Home,South,2024-05-18,2025-05-18,10199,775124,Expired
POL008361,CUST01719,AG048,Home,East,2023-10-08,2024-10-07,58670,3344190,Lapsed
POL008362,CUST01556,AG097,Travel,South,2026-03-05,2027-03-05,13443,1303971,Cancelled
POL008363,CUST02709,AG077,Commercial Property,North,2024-08-27,2025-08-27,627266,19445246,Renewed
POL008364,CUST02669,AG117,Commercial Property,East,2025-05-07,2026-05-07,981732,33378888,Active
POL008365,CUST00928,AG007,Travel,South,2023-10-29,2024-10-28,16200,1360800,Renewed
POL008366,CUST00766,AG045,Commercial Property,South,2024-07-02,2025-07-02,364477,12756695,Lapsed
POL008367,CUST01709,AG111,Commercial Property,East,2026-04-27,2027-04-27,78451,7609747,Cancelled
POL008368,CUST02628,AG120,Travel,East,2024-10-30,2025-10-30,10997,373898,Cancelled
POL008369,CUST00440,AG107,Marine,North,2026-06-17,2027-06-17,77244,5175348,Lapsed
POL008370,CUST00631,AG116,Marine,East,2024-09-15,2025-09-15,108257,3572481,Expired
POL008371,CUST00810,AG065,Marine,South,2026-08-04,2027-08-04,93477,4673850,Expired
POL008372,CUST00870,AG042,Commercial Property,North,2025-09-23,2026-09-23,765076,37488724,Lapsed
POL008373,CUST00302,AG060,Marine,North,2026-05-21,2027-05-21,81692,7270588,Cancelled
POL008374,CUST02278,AG042,Marine,West,2025-04-22,2026-04-22,120501,9640080,Cancelled
POL008375,CUST01837,AG069,Home,South,2026-06-02,2027-06-02,59493,5651835,Renewed
POL008376,CUST02003,AG037,Motor,North,2023-11-27,2024-11-26,26912,1184128,Expired
POL008377,CUST00974,AG094,Commercial Property,North,2024-09-08,2025-09-08,363761,17460528,Active
POL008378,CUST02188,AG009,Marine,West,2024-03-04,2025-03-04,126466,7840892,Lapsed
POL008379,CUST00470,AG086,Home,South,2024-10-15,2025-10-15,41063,1355079,Renewed
POL008380,CUST00334,AG085,Motor,West,2024-05-13,2025-05-13,23331,1189881,Cancelled
POL008381,CUST01804,AG101,Travel,West,2026-06-27,2027-06-27,4727,449065,Expired
POL008382,CUST02199,AG060,Motor,South,2026-06-27,2027-06-27,10638,617004,Cancelled
POL008383,CUST00878,AG067,Home,East,2025-05-20,2026-05-20,42268,2662884,Lapsed
POL008384,CUST02379,AG045,Marine,West,2023-12-25,2024-12-24,56395,1409875,Expired
POL008385,CUST01384,AG028,Marine,East,2026-06-02,2027-06-02,182748,8040912,Expired
POL008386,CUST01277,AG098,Marine,East,2023-11-10,2024-11-09,179692,15992588,Lapsed
POL008387,CUST00733,AG104,Travel,West,2026-05-30,2027-05-30,11025,275625,Expired
POL008388,CUST02934,AG029,Marine,East,2025-01-16,2026-01-16,156966,12871212,Active
POL008389,CUST02081,AG062,Home,East,2024-06-25,2025-06-25,17504,1627872,Lapsed
POL008390,CUST01780,AG064,Travel,East,2024-03-02,2025-03-02,13784,468656,Cancelled
POL008391,CUST00063,AG012,Commercial Property,North,2024-07-06,2025-07-06,782030,51613980,Lapsed
POL008392,CUST01112,AG087,Commercial Property,East,2025-10-10,2026-10-10,610088,23793432,Cancelled
POL008393,CUST02518,AG043,Home,West,2024-08-19,2025-08-19,9275,797650,Lapsed
POL008394,CUST01468,AG019,Home,North,2024-03-15,2025-03-15,49360,1628880,Cancelled
POL008395,CUST02475,AG014,Travel,South,2026-04-21,2027-04-21,12243,930468,Renewed
POL008396,CUST00534,AG004,Travel,West,2024-04-30,2025-04-30,2702,124292,Expired
POL008397,CUST02179,AG021,Home,East,2026-02-10,2027-02-10,60564,5147940,Cancelled
POL008398,CUST02176,AG046,Commercial Property,West,2025-12-06,2026-12-06,542017,36315139,Active
POL008399,CUST02885,AG044,Marine,West,2023-09-06,2024-09-05,181567,4176041,Lapsed
POL008400,CUST01868,AG061,Marine,South,2025-07-16,2026-07-16,171790,11853510,Renewed
POL008401,CUST00970,AG005,Commercial Property,West,2024-04-20,2025-04-20,681694,15678962,Renewed
POL008402,CUST01046,AG048,Motor,West,2023-10-20,2024-10-19,37608,1165848,Renewed
POL008403,CUST00914,AG105,Motor,South,2024-05-15,2025-05-15,9007,459357,Lapsed
POL008404,CUST02908,AG006,Motor,North,2024-02-14,2025-02-13,26789,910826,Expired
POL008405,CUST00536,AG064,Motor,South,2024-08-17,2025-08-17,23330,1259820,Lapsed
POL008406,CUST00933,AG076,Commercial Property,South,2026-05-17,2027-05-17,354343,30827841,Cancelled
POL008407,CUST00042,AG058,Motor,North,2024-07-17,2025-07-17,6607,389813,Cancelled
POL008408,CUST00952,AG058,Commercial Property,North,2025-01-04,2026-01-04,493265,49326500,Lapsed
POL008409,CUST02503,AG081,Travel,South,2025-08-14,2026-08-14,1954,191492,Cancelled
POL008410,CUST02389,AG114,Home,East,2026-06-19,2027-06-19,28035,2579220,Lapsed
POL008411,CUST02680,AG004,Commercial Property,North,2024-09-23,2025-09-23,332505,23940360,Expired
POL008412,CUST01401,AG012,Commercial Property,West,2024-08-14,2025-08-14,653241,55525485,Renewed
POL008413,CUST01337,AG035,Marine,West,2023-10-31,2024-10-30,25675,1360775,Active
POL008414,CUST02284,AG098,Travel,North,2026-03-24,2027-03-24,7018,666710,Renewed
POL008415,CUST01712,AG080,Marine,West,2025-04-20,2026-04-20,62470,5434890,Expired
POL008416,CUST02273,AG027,Marine,West,2023-09-26,2024-09-25,174143,17414300,Cancelled
POL008417,CUST01450,AG062,Motor,South,2024-10-03,2025-10-03,34138,1604486,Active
POL008418,CUST02868,AG114,Travel,North,2025-05-24,2026-05-24,11739,446082,Lapsed
POL008419,CUST00956,AG087,Travel,East,2025-10-04,2026-10-04,19396,872820,Cancelled
POL008420,CUST01044,AG093,Motor,West,2026-07-05,2027-07-05,15195,1033260,Cancelled
POL008421,CUST01805,AG014,Travel,East,2024-07-19,2025-07-19,5717,262982,Active
POL008422,CUST01411,AG032,Home,East,2024-07-27,2025-07-27,15091,1162007,Expired
POL008423,CUST01484,AG024,Home,West,2025-10-26,2026-10-26,11329,566450,Expired
POL008424,CUST02103,AG049,Marine,East,2023-12-10,2024-12-09,179910,14212890,Cancelled
POL008425,CUST00883,AG087,Motor,North,2025-08-02,2026-08-02,20639,1547925,Cancelled
POL008426,CUST00834,AG081,Commercial Property,North,2026-07-04,2027-07-04,491849,48201202,Cancelled
POL008427,CUST01977,AG100,Travel,East,2026-05-15,2027-05-15,5403,140478,Cancelled
POL008428,CUST00909,AG113,Commercial Property,East,2025-02-28,2026-02-28,920503,80083761,Cancelled
POL008429,CUST02832,AG066,Home,West,2025-04-22,2026-04-22,12829,1282900,Lapsed
POL008430,CUST00678,AG081,Commercial Property,East,2024-04-18,2025-04-18,76114,7306944,Renewed
POL008431,CUST00421,AG074,Marine,North,2024-11-19,2025-11-19,49806,3087972,Active
POL008432,CUST00179,AG069,Marine,South,2023-12-27,2024-12-26,166527,6494553,Active
POL008433,CUST02023,AG076,Motor,West,2026-06-17,2027-06-17,9594,863460,Active
POL008434,CUST01921,AG081,Commercial Property,West,2025-08-23,2026-08-23,338212,16910600,Renewed
POL008435,CUST00155,AG054,Home,South,2026-07-16,2027-07-16,10404,488988,Expired
POL008436,CUST00601,AG058,Commercial Property,West,2025-12-07,2026-12-07,211508,11421432,Expired
POL008437,CUST00236,AG098,Motor,West,2025-12-25,2026-12-25,16969,1102985,Active
POL008438,CUST00334,AG027,Motor,South,2025-02-12,2026-02-12,16073,1430497,Expired
POL008439,CUST01770,AG019,Motor,South,2024-02-25,2025-02-24,19738,828996,Renewed
POL008440,CUST01981,AG036,Marine,South,2026-04-02,2027-04-02,28884,1184244,Cancelled
POL008441,CUST02250,AG026,Commercial Property,North,2023-08-14,2024-08-13,300428,14420544,Expired
POL008442,CUST02989,AG067,Travel,West,2025-04-25,2026-04-25,6313,138886,Lapsed
POL008443,CUST01267,AG082,Commercial Property,East,2024-12-15,2025-12-15,944473,55723907,Active
POL008444,CUST00152,AG019,Commercial Property,East,2024-11-05,2025-11-05,68595,5213220,Cancelled
POL008445,CUST00494,AG056,Travel,West,2024-12-15,2025-12-15,18862,1037410,Lapsed
POL008446,CUST02088,AG118,Motor,South,2024-08-10,2025-08-10,25007,2300644,Renewed
POL008447,CUST01639,AG028,Travel,East,2025-05-30,2026-05-30,16476,428376,Renewed
POL008448,CUST00888,AG014,Home,West,2025-03-09,2026-03-09,38508,3504228,Expired
POL008449,CUST01554,AG097,Commercial Property,North,2024-02-14,2025-02-13,635677,17163279,Renewed
POL008450,CUST00673,AG018,Commercial Property,South,2023-10-19,2024-10-18,216798,13224678,Cancelled
POL008451,CUST02748,AG118,Marine,West,2024-03-20,2025-03-20,125541,12303018,Expired
POL008452,CUST02330,AG051,Travel,West,2025-09-22,2026-09-22,13681,615645,Expired
POL008453,CUST01107,AG076,Motor,South,2024-04-03,2025-04-03,23877,1790775,Renewed
POL008454,CUST01524,AG096,Commercial Property,East,2025-02-28,2026-02-28,571351,39423219,Lapsed
POL008455,CUST02984,AG003,Marine,East,2023-08-14,2024-08-13,190313,18270048,Lapsed
POL008456,CUST01555,AG096,Commercial Property,North,2025-09-06,2026-09-06,746788,42566916,Active
POL008457,CUST01155,AG087,Home,South,2024-04-03,2025-04-03,50631,1316406,Lapsed
POL008458,CUST00567,AG082,Marine,East,2024-12-08,2025-12-08,98388,3935520,Lapsed
POL008459,CUST01329,AG018,Motor,West,2024-06-23,2025-06-23,7269,501561,Renewed
POL008460,CUST02036,AG050,Motor,West,2024-07-19,2025-07-19,35193,2745054,Expired
POL008461,CUST02421,AG048,Motor,East,2026-05-07,2027-05-07,11068,819032,Active
POL008462,CUST00259,AG041,Marine,North,2025-04-26,2026-04-26,32136,2474472,Expired
POL008463,CUST02549,AG099,Motor,South,2024-12-04,2025-12-04,21485,494155,Cancelled
POL008464,CUST02285,AG042,Home,West,2025-07-28,2026-07-28,36339,2725425,Lapsed
POL008465,CUST02796,AG051,Motor,East,2024-02-12,2025-02-11,18852,1263084,Cancelled
POL008466,CUST00202,AG101,Commercial Property,North,2024-05-31,2025-05-31,552110,44168800,Lapsed
POL008467,CUST02715,AG096,Home,North,2026-02-22,2027-02-22,39275,3731125,Lapsed
POL008468,CUST01903,AG089,Travel,North,2026-03-16,2027-03-16,5565,367290,Active
POL008469,CUST02228,AG095,Travel,North,2026-05-25,2027-05-25,6473,576097,Renewed
POL008470,CUST01449,AG033,Motor,South,2024-09-08,2025-09-08,13947,543933,Lapsed
POL008471,CUST00281,AG109,Commercial Property,North,2025-05-08,2026-05-08,367585,31612310,Expired
POL008472,CUST01112,AG070,Commercial Property,East,2023-08-28,2024-08-27,342091,15736186,Lapsed
POL008473,CUST01612,AG093,Motor,West,2025-03-12,2026-03-12,17454,1064694,Renewed
POL008474,CUST01295,AG061,Commercial Property,West,2026-06-14,2027-06-14,151469,7876388,Expired
POL008475,CUST02487,AG054,Commercial Property,East,2025-04-05,2026-04-05,800852,58462196,Lapsed
POL008476,CUST02535,AG107,Home,South,2026-01-20,2027-01-20,21883,1094150,Renewed
POL008477,CUST01713,AG062,Motor,West,2024-05-15,2025-05-15,18787,1164794,Lapsed
POL008478,CUST02421,AG076,Marine,North,2024-11-22,2025-11-22,195826,9399648,Renewed
POL008479,CUST01509,AG025,Marine,West,2024-08-07,2025-08-07,35014,1015406,Renewed
POL008480,CUST01108,AG070,Travel,East,2025-09-04,2026-09-04,10760,613320,Renewed
POL008481,CUST00621,AG031,Travel,North,2025-11-16,2026-11-16,3920,105840,Expired
POL008482,CUST00749,AG006,Marine,South,2024-01-20,2025-01-19,44348,1596528,Renewed
POL008483,CUST00726,AG041,Home,East,2024-08-10,2025-08-10,30042,1802520,Cancelled
POL008484,CUST00881,AG005,Commercial Property,South,2025-05-11,2026-05-11,646866,21993444,Active
POL008485,CUST00247,AG095,Travel,West,2024-11-12,2025-11-12,12444,1119960,Cancelled
POL008486,CUST01774,AG072,Marine,North,2023-10-14,2024-10-13,95979,2495454,Active
POL008487,CUST01892,AG060,Motor,East,2025-07-30,2026-07-30,31191,686202,Active
POL008488,CUST01241,AG104,Marine,South,2024-10-23,2025-10-23,61476,3504132,Renewed
POL008489,CUST00214,AG016,Home,East,2023-12-28,2024-12-27,16377,1359291,Lapsed
POL008490,CUST02003,AG062,Commercial Property,South,2023-10-23,2024-10-22,418266,15894108,Lapsed
POL008491,CUST01495,AG058,Travel,East,2024-11-09,2025-11-09,11855,521620,Expired
POL008492,CUST02101,AG107,Commercial Property,East,2025-02-19,2026-02-19,817761,71962968,Cancelled
POL008493,CUST02051,AG079,Marine,South,2023-12-31,2024-12-30,172553,9145309,Renewed
POL008494,CUST01879,AG080,Home,West,2023-11-19,2024-11-18,11235,235935,Lapsed
POL008495,CUST00343,AG092,Travel,South,2024-05-22,2025-05-22,18515,1259020,Lapsed
POL008496,CUST02105,AG068,Travel,East,2024-10-02,2025-10-02,8500,620500,Cancelled
POL008497,CUST02894,AG052,Marine,North,2024-01-15,2025-01-14,105964,6781696,Expired
POL008498,CUST02721,AG100,Home,West,2025-04-21,2026-04-21,67487,4791577,Lapsed
POL008499,CUST01391,AG051,Commercial Property,West,2026-07-22,2027-07-22,992137,94253015,Lapsed
POL008500,CUST00366,AG037,Home,West,2023-08-21,2024-08-20,57099,4282425,Lapsed
POL008501,CUST01111,AG003,Commercial Property,West,2025-01-01,2026-01-01,403532,25018984,Cancelled
POL008502,CUST00012,AG027,Marine,North,2024-01-31,2025-01-30,88670,6206900,Expired
POL008503,CUST02318,AG107,Commercial Property,East,2024-09-17,2025-09-17,556001,20016036,Lapsed
POL008504,CUST02323,AG119,Commercial Property,West,2024-05-24,2025-05-24,597496,51982152,Active
POL008505,CUST02189,AG043,Home,North,2026-07-30,2027-07-30,54776,2629248,Expired
POL008506,CUST02901,AG045,Commercial Property,South,2025-11-23,2026-11-23,923242,20311324,Lapsed
POL008507,CUST02167,AG001,Marine,South,2026-06-19,2027-06-19,123154,3202004,Active
POL008508,CUST00451,AG023,Motor,South,2025-08-24,2026-08-24,12192,914400,Active
POL008509,CUST00191,AG058,Motor,North,2026-04-04,2027-04-04,8484,848400,Expired
POL008510,CUST00662,AG023,Commercial Property,East,2025-12-02,2026-12-02,450749,32003179,Lapsed
POL008511,CUST01596,AG029,Travel,East,2024-06-20,2025-06-20,8942,894200,Active
POL008512,CUST01242,AG101,Commercial Property,West,2023-12-01,2024-11-30,379443,30355440,Active
POL008513,CUST00019,AG057,Travel,North,2023-10-19,2024-10-18,12996,441864,Expired
POL008514,CUST01747,AG019,Commercial Property,West,2023-09-06,2024-09-05,796554,23896620,Cancelled
POL008515,CUST00166,AG085,Commercial Property,West,2024-06-06,2025-06-06,755105,37000145,Expired
POL008516,CUST02919,AG042,Motor,East,2025-03-27,2026-03-27,13828,622260,Expired
POL008517,CUST01278,AG078,Home,North,2024-05-01,2025-05-01,20136,1933056,Expired
POL008518,CUST02100,AG035,Commercial Property,North,2025-05-31,2026-05-31,186978,4861428,Active
POL008519,CUST02043,AG063,Travel,South,2024-05-22,2025-05-22,13881,1388100,Lapsed
POL008520,CUST00642,AG114,Marine,South,2024-03-14,2025-03-14,174225,12369975,Lapsed
POL008521,CUST02386,AG011,Motor,East,2024-08-19,2025-08-19,22236,2112420,Renewed
POL008522,CUST00275,AG062,Commercial Property,North,2023-12-29,2024-12-28,730966,14619320,Active
POL008523,CUST00036,AG100,Motor,East,2025-03-21,2026-03-21,12481,961037,Cancelled
POL008524,CUST00584,AG012,Marine,South,2026-04-12,2027-04-12,184573,14581267,Expired
POL008525,CUST01683,AG083,Commercial Property,North,2024-01-02,2025-01-01,420202,24791918,Expired
POL008526,CUST00633,AG067,Motor,South,2025-02-03,2026-02-03,23332,1469916,Lapsed
POL008527,CUST01173,AG018,Marine,South,2026-02-20,2027-02-20,197813,5143138,Lapsed
POL008528,CUST02914,AG107,Motor,East,2023-12-25,2024-12-24,15041,857337,Expired
POL008529,CUST01965,AG064,Home,North,2024-02-07,2025-02-06,55278,2045286,Expired
POL008530,CUST00908,AG025,Marine,East,2026-04-20,2027-04-20,93297,4011771,Renewed
POL008531,CUST01340,AG002,Commercial Property,East,2025-12-11,2026-12-11,76347,5726025,Lapsed
POL008532,CUST02001,AG022,Commercial Property,West,2026-05-09,2027-05-09,415430,22433220,Lapsed
POL008533,CUST00177,AG097,Home,East,2026-02-26,2027-02-26,38776,2714320,Lapsed
POL008534,CUST01675,AG038,Travel,East,2024-01-05,2025-01-04,4726,259930,Expired
POL008535,CUST01384,AG112,Home,West,2026-05-08,2027-05-08,13200,871200,Active
POL008536,CUST02110,AG108,Motor,East,2025-01-23,2026-01-23,12234,831912,Active
POL008537,CUST01853,AG049,Home,South,2024-08-03,2025-08-03,62464,4247552,Expired
POL008538,CUST00673,AG030,Travel,North,2025-04-16,2026-04-16,15132,1044108,Expired
POL008539,CUST01853,AG008,Marine,South,2026-03-17,2027-03-17,133852,4684820,Expired
POL008540,CUST02713,AG092,Motor,West,2024-01-25,2025-01-24,34231,1266547,Expired
POL008541,CUST01046,AG116,Motor,West,2023-11-03,2024-11-02,25040,2328720,Active
POL008542,CUST00227,AG062,Travel,North,2025-02-17,2026-02-17,8048,257536,Cancelled
POL008543,CUST01940,AG022,Travel,North,2026-04-12,2027-04-12,12388,668952,Cancelled
POL008544,CUST02945,AG030,Motor,North,2023-10-08,2024-10-07,10203,214263,Expired
